3400922108711,"BUCCOLAM 10 mg, solution buccale",solution,buccogingivale,NEURAXPHARM PHARMACEUTICALS (ESPAGNE),60034085
3400938415629,"KETOCONAZOLE BIOGARAN 2 %, gel en sachet-dose",gel,cutanée,BIOGARAN,60034936
3400922286358,"LYSOPAÏNE MAUX DE GORGE AMBROXOL CITRON 20 mg SANS SUCRE, pastille édulcorée au sorbitol et au sucralose",pastille,voie buccale autre,OPELLA HEALTHCARE FRANCE,60035461
3400939730974,"SIMPONI 50 mg, solution injectable en seringue préremplie",solution injectable,sous-cutanée,JANSSEN CILAG INTERNATIONAL NV,60035714
3400949215539,"OXOMEMAZINE VIATRIS 0,33 mg/mL SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique",solution buvable,orale,VIATRIS SANTE,60035924
3400931011736,"PROTAMINE CHOAY 1000 U.A.H./ml, solution injectable",solution injectable,intraveineuse,CHEPLAPHARM ARZNEIMITTEL (ALLEMAGNE),60037327
3400930166772,"AMLODIPINE/VALSARTAN KRKA 5 mg/160 mg, comprimé pelliculé",comprimé pelliculé,orale,KRKA (SLOVENIE),60037380
3400921967920,"LAMOTRIGINE ARROW LAB 200 mg, comprimé dispersible ou à croquer",comprimé dispersible ou à croquer,orale,ARROW GENERIQUES,60038468
3400930223024,"BUDESONIDE/FORMOTEROL SANDOZ FORSPIRO 320 microgrammes/9 microgrammes/dose, poudre pour inhalation en récipient unidose",poudre pour inhalation,inhalée,SANDOZ,60038525
3400930301043,"BALVERSA 5 mg, comprimé pelliculé",comprimé pelliculé,orale,JANSSEN CILAG INTERNATIONAL NV,60039171
3400936366848,"MONOSEPT 0,25 POUR MILLE (0,1 mg/0,4 ml), collyre en solution en récipient unidose",collyre en solution,ophtalmique,HORUS PHARMA,60040469
3400956450848,"VIALEBEX 200 g/L Nouveau-nés et nourrissons, solution pour perfusion",solution pour perfusion,intraveineuse,LFB-BIOMEDICAMENTS,60040572
3400930268063,"TRAMADOL CRISTERS LP 150 mg, comprimé pelliculé à libération prolongée",comprimé pelliculé à libération prolongée,orale,CRISTERS,60041560
3400955072164,"EPIRUBICINE HIKMA 2 mg/ml, solution intravésicale/solution injectable",solution ou injectable,intraveineuse;intravésicale,HIKMA FARMACEUTICA (PORTUGAL),60042349
3400930089002,"ACTYNOX 50 %/50 % v/v, gaz médicinal comprimé",gaz,inhalée,AIR PRODUCTS,60043038
3400937982863,"OXCARBAZEPINE VIATRIS 300 mg, comprimé pelliculé",comprimé pelliculé,orale,VIATRIS SANTE,60043077
3400930233870,"TICAGRELOR EG 90 mg, comprimé pelliculé",comprimé pelliculé,orale,EG LABO - LABORATOIRES EUROGENERICS,60044649
3400941626104,"LEVETIRACETAM VIATRIS 250 mg, comprimé pelliculé",comprimé pelliculé,orale,VIATRIS SANTE,60044784
3400927449864,"CAPECITABINE VIATRIS 500 mg, comprimé pelliculé",comprimé pelliculé,orale,VIATRIS SANTE,60044987
3400930021040,"ZIMINO 2,5 mg/ml, solution à diluer pour perfusion",solution à diluer pour perfusion,intraveineuse,ORION CORPORATION,60045217
3400936155640,"CONCERTA LP 54 mg, comprimé à libération prolongée",comprimé à libération prolongée,orale,JANSSEN CILAG,60047182
3400930212202,"DARZALEX 1800 mg, solution injectable",solution injectable,sous-cutanée,JANSSEN CILAG INTERNATIONAL NV,60047225
3400934384066,"XALATAN 50 microgrammes/mL, collyre en solution",collyre en solution,ophtalmique,VIATRIS UP,60047271
3400938338294,"BETAHISTINE TEVA 24 mg, comprimé",comprimé,orale,TEVA SANTE,60048672
3400937335652,"RAMIPRIL ALMUS 10 mg, comprimé sécable",comprimé sécable,orale,BIOGARAN,60049895
3400955106081,"AVTOZMA 20 mg/mL, solution à diluer pour perfusion",solution à diluer pour perfusion,intraveineuse,CELLTRION HEALTHCARE HUNGARY (HONGRIE),60051070
3400936182554,"AVODART 0,5 mg, capsule molle",capsule molle,orale,GLAXOSMITHKLINE,60051234
3400930247297,"SOGROYA 10 mg/1,5 ml, solution injectable en stylo prérempli",solution injectable,sous-cutanée,NOVO NORDISK (DANEMARK),60051647
3400941862373,"PERINDOPRIL ARGININE/INDAPAMIDE VIATRIS 5 mg/1,25 mg, comprimé pelliculé",comprimé pelliculé,orale,VIATRIS SANTE,60051704
3400930276419,"NICOTINELL 1 mg/dose, solution pour pulvérisation buccale",solution pour pulvérisation,voie buccale autre,REDDY PHARMA,60052222
3400930233726,"ENANTONE LP 1,88 mg, poudre et solvant pour suspension injectable (S.C.) à libération prolongée en seringue pré-remplie",poudre et  solvant pour suspension injectable à libération prolongée,sous-cutanée,TAKEDA FRANCE,60054077
3400930181461,"SILODOSINE SANDOZ 4 mg, gélule",gélule,orale,SANDOZ,60054312
3400930118214,"DACARBAZINE LIPOMED 1000 mg, poudre pour solution pour perfusion",poudre pour solution pour perfusion,intraveineuse,LIPOMED (ALLEMAGNE),60054376
3400937818193,"EXFORGE 10 mg/160 mg, comprimés pelliculés",comprimé pelliculé,orale,NOVARTIS EUROPHARM (IRLANDE),60058008
3400936738287,"SPIRONOLACTONE ZENTIVA 75 mg, comprimé sécable",comprimé sécable,orale,ZENTIVA FRANCE,60058378
3400934126253,"GABITRIL 10 mg, comprimé pelliculé",comprimé pelliculé,orale,TEVA PHARMA (PAYS-BAS),60058517
3400930144213,"LYNPARZA 150 mg, comprimés pelliculés",comprimé pelliculé,orale,ASTRAZENECA AB,60058620
3400933929404,"RITALINE 10 mg, comprimé sécable",comprimé sécable,orale,INFECTOPHARM ARZNEIMITTEL UND CONSILIUM (ALLEMAGNE),60059081
3400930301418,"POMALIDOMIDE ACCORD 3 mg, gélule",gélule,orale,ACCORD HEALTHCARE (ESPAGNE),60060653
3400941588099,"TETRALYSAL 150 mg, gélule",gélule,orale,GALDERMA INTERNATIONAL,60061171
3400957006471,"OXYGENE MEDICINAL LIQUIDE AIR LIQUIDE ANTILLES GUYANE, gaz pour inhalation, pour évaporateur fixe",gaz pour inhalation,inhalée,AIR LIQUIDE SANTE INTERNATIONAL,60061449
3400930022849,"PREGABALINE TEVA SANTE 200 mg, gélule",gélule,orale,TEVA SANTE,60061602
3400949000555,"DAFLON 500 mg, comprimé pelliculé",comprimé pelliculé,orale,DIFARMED (ESPAGNE),60064527
3400926765002,"PANTOPRAZOLE ZF 20 mg, comprimé gastro-résistant",comprimé gastro-résistant(e),orale,ZYDUS FRANCE,60065294
3400930255148,"FESOTERODINE ARROW LP 8 mg, comprimé à libération prolongée",comprimé à libération prolongée,orale,ARROW GENERIQUES,60065390
3400932448951,"ZADITEN 1 mg/5 ml, solution buvable",solution buvable,orale,ALFASIGMA (ITALIE),60067562
3400930074848,"ESCITALOPRAM VIATRIS 10 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,orale,VIATRIS SANTE,60068002
3400930157046,"MILNACIPRAN EG 25 mg, gélule",gélule,orale,DOUBLE-E PHARMA (IRLANDE),60068034
3400930227275,"NITISINONE DIPHARMA 20 mg, gélule",gélule,orale,DIPHARMA ARZNEIMITTEL (ALLEMAGNE),60069307
3400921861099,"MONTELUKAST TEVA 4 mg, granulés",granulés,orale,TEVA SANTE,60069339
3400930148334,"MYCOHYDRALIN 500 mg, capsule vaginale",capsule,vaginale,BAYER HEALTHCARE,60070359
3400938152050,"MIRCERA 200 microgrammes/0,3 ml, solution injectable en seringue préremplie",solution injectable,intraveineuse;sous-cutanée,ROCHE REGISTRATION (ALLEMAGNE),60070665
3400937884310,"SIMVASTATINE SANDOZ 10 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,orale,SANDOZ,60071190
3400934243677,"OROMONE 2 mg, comprimé pelliculé",comprimé pelliculé,orale,THERAMEX IRELAND (IRLANDE),60071379
3400934201745,"ETIOVEN 30 mg, comprimé",comprimé,orale,HERBRAND PHARMACHEMICALS (ALLEMAGNE),60073451
3400922179339,"LEVOCETIRIZINE KRKA 5 mg, comprimé pelliculé",comprimé pelliculé,orale,KRKA (SLOVENIE),60073608
3400938358926,"IBUPROFENE BIOGARAN CONSEIL 400 mg, comprimé pelliculé",comprimé pelliculé,orale,BIOGARAN,60073914
3400930157596,"INTRAROSA 6,5 mg, ovule",ovule,vaginale,ENDOCEUTICS (BELGIQUE),60073960
3400955071969,"OCTAPLASLG, solution pour perfusion",solution pour perfusion,intraveineuse,OCTAPHARMA FRANCE,60074795
3400955855774,"MYAMBUTOL 1000 mg/10 ml, solution injectable (I.M.-I.V.) en ampoule",solution injectable,intramusculaire;intraveineuse,EFISCIENS (MALTE),60074934
3400930121856,"BIOXYOL, pâte pour application cutanée",pâte pour application,cutanée,H2 PHARMA,60075064
3400930032954,"PREGABALINE BIOGARAN 100 mg, gélule",gélule,orale,BIOGARAN,60075452
3400930204979,"LENALIDOMIDE STRAGEN 20 mg, gélule",gélule,orale,STRAGEN-FRANCE,60076860
3400935297068,"CARDENSIEL 2,5 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,orale,MERCK SANTE,60077574
3400927810596,"LEVONORGESTREL EG 1,5 mg, comprimé",comprimé,orale,EG LABO - LABORATOIRES EUROGENERICS,60078078
3400930064504,"QUETIAPINE ACCORD HEALTHCARE LP 400 mg, comprimé à libération prolongée",comprimé à libération prolongée,orale,ACCORD HEALTHCARE FRANCE,60078765
3400935881175,"FIVASA 500 mg, suppositoire",suppositoire,rectale,TILLOTTS PHARMA (ALLEMAGNE),60080218
3400957128340,"VENOFER 20 mg/mL, solution injectable (IV)",solution pour perfusion,intraveineuse;voie extracorporelle autre,VIFOR FRANCE,60080232
3400930143032,"FERVEXRHUME, comprimé pelliculé",comprimé pelliculé,orale,UPSA,60082023
3400936384019,"COPAXONE 20 mg/ml, solution injectable en seringue préremplie",solution injectable,sous-cutanée,TEVA SANTE,60082062
3400930180006,"LATAZED 50 microgrammes/mL, collyre en solution",collyre en solution,ophtalmique,HORUS PHARMA,60082233
3400930243930,"IZIXATE 12,5 mg/0,25 mL, solution injectable en stylo injecteur prérempli",solution injectable,sous-cutanée,ACCORD HEALTHCARE FRANCE,60082450
3400930265116,"AMITRIPTYLINE SUBSTIPHARM 40 mg/mL, solution buvable en gouttes",solution buvable en gouttes,orale,SUBSTIPHARM,60082938
3400930191477,"DENTINEA, solution buvable en récipient unidose",solution buvable,orale,LG HOMEO,60088834
3400958418563,"ZALTRAP 25 mg/ml, solution à diluer pour perfusion",solution à diluer pour perfusion,intraveineuse,SANOFI WINTHROP INDUSTRIE,60089217
3400930310717,"CEMAUKOR 1%, gel pour application locale",gel pour application,rectale,BOUCHARA-RECORDATI,60089427
3400921941784,"PARACETAMOL TEVA 500 mg, gélule",gélule,orale,TEVA SANTE,60091086
3400931724636,"SINEMET 250 mg/25 mg, comprimé sécable",comprimé sécable,orale,ORGANON FRANCE,60092590
3400949003846,"DECAPEPTYL L.P. 11,25 mg, poudre et solvant pour suspension injectable (IM ou SC) forme à libération prolongée sur 3 mois",poudre et  solvant pour suspension injectable à libération prolongée,intramusculaire;sous-cutanée,BB FARMA (ITALIE),60092811
3400927459689,"ROPINIROLE BIOGARAN LP 8 mg, comprimé pelliculé à libération prolongée",comprimé pelliculé à libération prolongée,orale,BIOGARAN,60093639
3400938471977,"TRANDOLAPRIL VIATRIS 0,5 mg, gélule",gélule,orale,VIATRIS SANTE,60094125
3400921801019,"IMODIUMLIQUICAPS 2 mg, capsule molle",capsule molle,orale,KENVUE FRANCE,60095095
3400934778896,"MAXILASE MAUX DE GORGE ALPHA-AMYLASE 3000 U. CEIP, comprimé enrobé",comprimé enrobé,orale,OPELLA HEALTHCARE FRANCE,60095729
3400926656430,"PRAVASTATINE ARROW 10 mg, comprimé sécable",comprimé sécable,orale,ARROW GENERIQUES,60097203
3400932613045,"DERMOVAL, gel",gel,cutanée,GLAXOSMITHKLINE,60097833
3400936061637,"AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)",comprimé pelliculé,orale,ALMUS FRANCE,60099738
3400930234259,"AMOXICILLINE KRKA 1 g, comprimé dispersible sécable",comprimé dispersible sécable,orale,KRKA (SLOVENIE),60101406
3400930293416,"PYZCHIVA 45 mg, solution injectable en seringue préremplie",solution injectable,sous-cutanée,SAMSUNG BIOEPIS NL (PAYS-BAS),60101438
3400930302026,"KAYFANDA 200 microgrammes, gélule",gélule,orale,IPSEN PHARMA,60103243
3400937792486,"GABAPENTINE ZENTIVA 600 mg, comprimé pelliculé",comprimé pelliculé,orale,ZENTIVA FRANCE,60105162
3400958383632,"REFACTO AF 250 UI, poudre et solvant pour solution injectable en seringue préremplie",poudre et  solvant pour solution injectable,intraveineuse,PFIZER EUROPE MA EEIG (BELGIQUE),60106606
3400921903416,"DROSPIBEL 0,02 mg/3 mg, comprimé pelliculé",comprimé pelliculé,orale,EFFIK,60106848
3400930207697,"APREXEVO 300 mg/5 mg, comprimé pelliculé",comprimé pelliculé,orale,SANOFI WINTHROP INDUSTRIE,60106862
3400930328675,"VERRUFILM, solution pour application locale en flacon",solution pour application,cutanée,LABORATOIRES BAILLEUL (LUXEMBOURG),60107747
3400930068960,"OXYCODONE SANDOZ 20 mg, gélule",gélule,orale,SANDOZ,60108518
3400937498913,"TERBINAFINE BIOGARAN 250 mg, comprimé sécable",comprimé sécable,orale,BIOGARAN,60108678
3400930317501,"TOLVAPTAN SANDOZ 15 mg, comprimé + TOLVAPTAN SANDOZ 45 mg, comprimé",comprimé et  comprimé,orale,SANDOZ,60108831
3400938315752,"EAU POUR PREPARATIONS INJECTABLES FRESENIUS, solution pour préparation injectable",solution pour préparation injectable,voie extracorporelle autre,FRESENIUS KABI FRANCE,60110031
3400930297292,"ALTUVOCT 3 000 UI, poudre et solvant pour solution injectable",poudre et  solvant pour solution injectable,intraveineuse,SWEDISH ORPHAN BIOVITRUM (SUEDE),60110654
3400930118757,"ENTECAVIR ACCORD 0,5 mg, comprimé pelliculé",comprimé pelliculé,orale,ACCORD HEALTHCARE (ESPAGNE),60110896
3400930286791,"NINTEDANIB ZENTIVA 100 mg, capsule molle",capsule molle,orale,ZENTIVA FRANCE,60111012
3400938674842,"MAGNESIUM/VITAMINE B6 VIATRIS CONSEIL 48 mg/5 mg, comprimé pelliculé",comprimé pelliculé,orale,VIATRIS SANTE,60111101
3400935931245,"ACICLOVIR ARROW 800 mg, comprimé",comprimé,orale,ARROW GENERIQUES,60111197
3400930173848,"TIORFAN 4 mg/mL NOURRISSONS ET ENFANTS, suspension buvable",suspension buvable,orale,BIOPROJET,60111471
3400930224397,"URAPIDIL KALCEKS 50 mg/10 mL, solution injectable/pour perfusion",solution injectable ou pour perfusion,intraveineuse,AS KALCEKS (LETTONIE),60111553
3400936745322,"ENALAPRIL ZENTIVA 20 mg, comprimé sécable",comprimé sécable,orale,ZENTIVA FRANCE,60111813
3400930147238,"ATORVASTATINE ZYDUS 80 mg, comprimé pelliculé",comprimé pelliculé,orale,ZYDUS FRANCE,60113814
3400937471657,"GLIMEPIRIDE EG 1 mg, comprimé",comprimé,orale,EG LABO - LABORATOIRES EUROGENERICS,60116447
3400930303658,"NILOTINIB ACCORD 200 mg, gélule",gélule,orale,ACCORD HEALTHCARE (ESPAGNE),60116714
3400926808907,"PERINDOPRIL ARGININE/INDAPAMIDE BIOGARAN 2,5 mg/0,625 mg, comprimé pelliculé",comprimé pelliculé,orale,BIOGARAN,60116810
3400930258972,"CORTANCYL 1 mg, comprimé",comprimé,orale,CHEPLAPHARM ARZNEIMITTEL (ALLEMAGNE),60118715
3400955114628,"RICIMED supérieur ou égal à 250 unités dactivités [UA]/mL, solution à diluer pour perfusion",solution à diluer pour perfusion,intraveineuse,FABENTECH,60119048
3400930208571,"DEFERASIROX ZENTIVA 90 mg, comprimé pelliculé",comprimé pelliculé,orale,ZENTIVA FRANCE,60122699
3400930085523,"SEVELAMER CARBONATE SANDOZ 2,4 g, poudre pour suspension buvable",poudre pour suspension buvable,orale,SANDOZ,60122717
3400939201030,"FINASTERIDE ACCORD 5 mg, comprimé pelliculé",comprimé pelliculé,orale,ACCORD HEALTHCARE FRANCE,60123363
3400930218402,"PERINDOPRIL TERT-BUTYLAMINE/AMLODIPINE ARROW 4 mg/10 mg, comprimé",comprimé,orale,ARROW GENERIQUES,60124472
3400922457116,"CLOPIDOGREL ZF 75 mg, comprimé pelliculé",comprimé pelliculé,orale,ZYDUS FRANCE,60124999
3400930164198,"CYAMEMAZINE VIATRIS 100 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,orale,VIATRIS SANTE,60125777
3400936123533,"ACICLOVIR VIATRIS 5 %, crème",crème,cutanée,VIATRIS SANTE,60126377
3400927603822,"OLANZAPINE VIATRIS 5 mg, comprimé orodispersible",comprimé orodispersible,orale,VIATRIS SANTE,60126594
3400930084090,"VIABORPAX, comprimé orodispersible",comprimé orodispersible,sublinguale,LEHNING,60126612
3400930110836,"SOLIFENACINE ACCORD 5 mg, comprimé pelliculé",comprimé pelliculé,orale,ACCORD HEALTHCARE FRANCE,60126982
3400949005567,"DUOFILM, solution pour application cutanée",solution pour application,cutanée,DIFARMED (ESPAGNE),60127970
3400930165393,"SOLIFENACINE CRISTERS 10 mg, comprimé pelliculé",comprimé pelliculé,orale,CRISTERS,60128339
3400930273050,"HYRIMOZ 80 mg, solution injectable en seringue préremplie",solution injectable,sous-cutanée,SANDOZ (AUTRICHE),60129099
3400930020364,"METOJECT 17,5 mg/0,35 ml, solution injectable en stylo prérempli",solution injectable,sous-cutanée,MEDAC GESELLSCHAFT FUR KLINISCHE SPEZIALPRAPARATE (ALLEMAGNE),60129957
3400938121124,"FORMODUAL 100/6 microgrammes/dose, solution pour inhalation en flacon pressurisé",solution pour inhalation,inhalée,CHIESI,60130062
3400930531556,"INOTYOL, pommade",pommade,cutanée,VIATRIS MEDICAL,60130386
3400957738990,"ROPIVACAÏNE KABI 2 mg/ml, solution injectable en ampoule",solution injectable,infiltration;péridurale;périneurale,FRESENIUS KABI FRANCE,60131805
3400930305898,"KEPPRA 100 mg/ml, solution buvable",solution buvable,orale,UCB PHARMA BELGIQUE,60132330
3400933196240,"CRISTAL NOURRISSONS, suppositoire",suppositoire,rectale,COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE),60132572
3400955801146,"RETROVIR 10 mg/ml, solution à diluer pour perfusion",solution à diluer pour perfusion,intraveineuse,VIIV HEALTHCARE (PAYS-BAS),60132743
3400941558054,"TUSSIDANE 30 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,orale,ELERTE,60133432
3400937186209,"TAMSULOSINE ZYDUS FRANCE LP 0,4 mg, gélule à libération prolongée",gélule à libération prolongée,orale,ZYDUS FRANCE,60133973
3400935922021,"LUMIGAN 0,3 mg/ml, collyre en solution",collyre en solution,ophtalmique,ABBVIE DEUTSCHLAND (ALLEMAGNE),60135981
3400930023655,"ARIPIPRAZOLE SANDOZ 15 mg, comprimé",comprimé,orale,SANDOZ (AUTRICHE),60136439
3400930245262,"LACOSAMIDE ACCORD 10 mg/mL, solution pour perfusion",solution pour perfusion,intraveineuse,ACCORD HEALTHCARE (ESPAGNE),60137021
3400930016527,"RACECADOTRIL BIOGARAN CONSEIL 100 mg, gélule",gélule,orale,BIOGARAN,60139257
3400927851179,"ESCITALOPRAM ZENTIVA 5 mg, comprimé pelliculé",comprimé pelliculé,orale,ZENTIVA FRANCE,60139563
3400930084427,"CASPOFUNGINE STRAGEN 50 mg, poudre pour solution à diluer pour perfusion",poudre pour solution à diluer pour perfusion,intraveineuse,STRAGEN-FRANCE,60140010
3400930026991,"ARIPIPRAZOLE TEVA 10 mg, comprimé orodispersible",comprimé orodispersible,orale,TEVA SANTE,60140882
3400930170885,"FÉBUXOSTAT ARROW 120 mg, comprimé pelliculé",comprimé pelliculé,orale,ARROW GENERIQUES,60141614
3400930111536,"ERLOTINIB BIOGARAN 150 mg, comprimé pelliculé",comprimé pelliculé,orale,BIOGARAN,60143654
3400955089650,"KAPRUVIA 50 microgrammes/mL, solution injectable",solution injectable,intraveineuse,VIFOR FRESENIUS MEDICAL CARE RENAL PHARMA FRANCE,60144119
3400928020116,"ROPINIROLE ARROW LP 4 mg, comprimé pelliculé à libération prolongée",comprimé pelliculé à libération prolongée,orale,ARROW GENERIQUES,60144464
3400939416830,"SIMVASTATINE ZYDUS FRANCE 20 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,orale,ZYDUS FRANCE,60145580
3400930237854,"VILDAGLIPTINE/METFORMINE EG 50 mg/1000 mg, comprimé pelliculé",comprimé pelliculé,orale,EG LABO - LABORATOIRES EUROGENERICS,60148110
3400939715377,"MOZOBIL 20 mg/ml, solution pour injection",solution injectable,sous-cutanée,SANOFI (PAYS-BAS),60148167
3400930221310,"LANTHANE VIATRIS 1000 mg, comprimé à croquer",comprimé à croquer,orale,VIATRIS SANTE,60148893
3400957571795,"EPHEDRINE AGUETTANT 3 mg/ml, solution injectable en seringue préremplie",solution injectable,intraveineuse,AGUETTANT,60149276
3400930095669,"RAVICTI 1,1 g/ml, liquide oral",liquide,gastro-entérale;orale,IMMEDICA PHARMA (SUEDE),60150015
3400930219874,"REKAMBYS 900 mg, suspension injectable à libération prolongée",suspension injectable à libération prolongée,intramusculaire,JANSSEN CILAG INTERNATIONAL NV,60150638
3400927649028,"MEMANTINE ARROW LAB 10 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,orale,ARROW GENERIQUES,60151124
3400930155424,"AMOXICILLINE ALMUS 1 g, comprimé dispersible",comprimé dispersible,orale,ALMUS FRANCE,60151544
3400936179882,"OFLOXACINE BIOGARAN 200 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,orale,BIOGARAN,60151697
3400926721466,"TRAMADOL/PARACETAMOL KRKA 37,5 mg/325 mg, comprimé pelliculé",comprimé pelliculé,orale,KRKA (SLOVENIE),60152411
3400934760457,"HAVRIX NOURRISSONS ET ENFANTS 720 U/0,5 mL, suspension injectable en seringue préremplie. Vaccin de l'hépatite A (inactivé, adsorbé)",suspension injectable,intramusculaire;sous-cutanée,GLAXOSMITHKLINE,60152436
